snapshot_id,pipeline,fenetre_debut,fenetre_fin,version_collecte,annonce_id,url,modele,annee,type_connexion,segment,energie,reservation_instantanee,prix_jour,prix_heure,note,nb_avis,commune_recherche,commune_annonce,communes_recherche,nb_communes_matchees,rang_resultat,livraison_disponible,mon_vehicule,compte_proprietaire
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1832159,https://fr.getaround.com/location-voiture/puteaux/toyota-aygo-ii-1832159?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Toyota Aygo II,2021,GETAROUND CONNECT,MICRO_CITADINE,THERMIQUE,,,deduite,False,65.0,,4.0,2,Puteaux,Puteaux,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1832158,https://fr.getaround.com/location-voiture/puteaux/renault-clio-1832158?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Clio,2015,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,67.0,,3.5,2,Puteaux,Puteaux,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1743643,https://fr.getaround.com/location-voiture/puteaux/renault-clio-1743643?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Clio,2015,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,67.0,,5.0,3,Puteaux,Puteaux,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1701291,https://fr.getaround.com/location-voiture/puteaux/volkswagen-golf-1701291?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Volkswagen Golf,2012,Sur rendez-vous,COMPACTE,THERMIQUE,,,deduite,False,75.0,,4.86,14,Puteaux,Puteaux,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1719415,https://fr.getaround.com/location-voiture/puteaux/volkswagen-polo-1719415?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Volkswagen Polo,2014,Sur rendez-vous,CITADINE,THERMIQUE,,,deduite,False,74.0,,4.38,8,Puteaux,Puteaux,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1078506,https://fr.getaround.com/location-voiture/puteaux/renault-clio-1078506?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Clio,2011,Sur rendez-vous,CITADINE,THERMIQUE,,,deduite,False,63.0,,4.79,21,Puteaux,Puteaux,Puteaux
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1832155,https://fr.getaround.com/location-voiture/puteaux/volkswagen-polo-1832155?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Volkswagen Polo,2013,Sur rendez-vous,CITADINE,THERMIQUE,,,deduite,False,63.0,,,,Puteaux,Puteaux,Puteaux
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1881118,https://fr.getaround.com/location-voiture/puteaux/peugeot-208-1881118?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Peugeot 208,2019,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,70.0,,3.5,2,Puteaux,Puteaux,Puteaux
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1881481,https://fr.getaround.com/location-voiture/puteaux/citroen-c1-1881481?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Citroen C1,2016,GETAROUND CONNECT,MICRO_CITADINE,THERMIQUE,,,deduite,False,72.0,,5.0,2,Puteaux,Puteaux,Puteaux
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1832153,https://fr.getaround.com/location-voiture/puteaux/volkswagen-tiguan-1832153?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Volkswagen Tiguan,2015,GETAROUND CONNECT,SUV_COMPACT,THERMIQUE,,,deduite,False,89.0,,1.0,1,Puteaux,Puteaux,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1881691,https://fr.getaround.com/location-voiture/puteaux/opel-corsa-1881691?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Opel Corsa,2017,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,70.0,,4.5,2,Puteaux,Puteaux,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1881624,https://fr.getaround.com/location-voiture/puteaux/renault-twingo-iii-1881624?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Twingo III,2015,GETAROUND CONNECT,MICRO_CITADINE,THERMIQUE,,,deduite,False,73.0,,5.0,1,Puteaux,Puteaux,Puteaux
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,716035,https://fr.getaround.com/location-voiture/puteaux/citroen-c3-716035?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Citroen C3,2016,Sur rendez-vous,CITADINE,THERMIQUE,,,deduite,False,59.0,,4.54,35,Puteaux,Puteaux,Puteaux
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1718469,https://fr.getaround.com/location-voiture/puteaux/peugeot-5008-1718469?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Peugeot 5008,2014,Sur rendez-vous,MONOSPACE,THERMIQUE,,,deduite,False,111.0,,3.5,2,Puteaux,Puteaux,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1913338,https://fr.getaround.com/location-voiture/puteaux/ford-c-max-1913338?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Ford C-Max,2019,GETAROUND CONNECT,MONOSPACE,THERMIQUE,,,deduite,False,90.0,,,,Puteaux,Puteaux,Puteaux
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1881645,https://fr.getaround.com/location-voiture/puteaux/renault-clio-1881645?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Clio,2015,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,67.0,,4.0,1,Puteaux,Puteaux,Puteaux
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1935533,https://fr.getaround.com/location-voiture/puteaux/peugeot-2008-1935533?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Peugeot 2008,2018,Sur rendez-vous,SUV_COMPACT,THERMIQUE,,,deduite,False,81.0,,,,Puteaux,Puteaux,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1881415,https://fr.getaround.com/location-voiture/puteaux/renault-twingo-1881415?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Twingo,2017,GETAROUND CONNECT,MICRO_CITADINE,THERMIQUE,,,deduite,False,78.0,,,,Puteaux,Puteaux,Puteaux
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1881636,https://fr.getaround.com/location-voiture/puteaux/peugeot-108-1881636?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Peugeot 108,2019,GETAROUND CONNECT,MICRO_CITADINE,THERMIQUE,,,deduite,False,76.0,,3.5,4,Puteaux,Puteaux,Puteaux
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1859070,https://fr.getaround.com/location-voiture/puteaux/audi-a1-1859070?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Audi A1,2011,Sur rendez-vous,CITADINE,THERMIQUE,,,deduite,False,71.0,,,,Puteaux,Puteaux,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1825239,https://fr.getaround.com/location-voiture/asnieres-sur-seine/renault-twingo-iii-1825239?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Twingo III,2017,GETAROUND CONNECT,MICRO_CITADINE,THERMIQUE,,,deduite,False,71.0,,5.0,7,Puteaux,Asnieres Sur Seine,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1899919,https://fr.getaround.com/location-voiture/puteaux/peugeot-208-1899919?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Peugeot 208,2013,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,60.0,,5.0,2,Puteaux,Puteaux,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1628653,https://fr.getaround.com/location-voiture/asnieres-sur-seine/fiat-500-lounge-1628653?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Fiat 500 Lounge,2018,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,70.0,,4.92,63,Puteaux,Asnieres Sur Seine,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1341543,https://fr.getaround.com/location-voiture/asnieres-sur-seine/dacia-sandero-1341543?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Dacia Sandero,2015,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,44.0,,4.69,86,Puteaux,Asnieres Sur Seine,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1715377,https://fr.getaround.com/location-voiture/asnieres-sur-seine/nissan-note-1715377?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Nissan Note,2015,GETAROUND CONNECT,NON_CLASSE,THERMIQUE,,,deduite,False,37.0,,4.89,45,Puteaux,Asnieres Sur Seine,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1169660,https://fr.getaround.com/location-voiture/asnieres-sur-seine/renault-clio-1169660?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Clio,2018,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,65.0,,4.95,150,Puteaux,Asnieres Sur Seine,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,835608,https://fr.getaround.com/location-voiture/courbevoie/renault-clio-835608?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Clio,2018,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,53.0,,3.95,124,Puteaux,Courbevoie,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1201133,https://fr.getaround.com/location-voiture/asnieres-sur-seine/renault-clio-1201133?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Clio,2012,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,50.0,,4.62,120,Puteaux,Asnieres Sur Seine,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1369685,https://fr.getaround.com/location-voiture/puteaux/renault-clio-1369685?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Clio,2024,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,99.0,,4.79,24,Puteaux,Puteaux,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1009470,https://fr.getaround.com/location-voiture/bois-colombes/citroen-c3-1009470?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Citroen C3,2022,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,50.0,,4.57,115,Puteaux,Bois Colombes,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1119986,https://fr.getaround.com/location-voiture/asnieres-sur-seine/renault-captur-1119986?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Captur,2018,GETAROUND CONNECT,SUV_COMPACT,THERMIQUE,,,deduite,False,77.0,,4.98,129,Puteaux,Asnieres Sur Seine,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1047047,https://fr.getaround.com/location-voiture/courbevoie/renault-twingo-1047047?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Twingo,2017,GETAROUND CONNECT,MICRO_CITADINE,THERMIQUE,,,deduite,False,62.0,,4.88,109,Puteaux,Courbevoie,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1710998,https://fr.getaround.com/location-voiture/bois-colombes/renault-twingo-iii-1710998?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Twingo III,2016,GETAROUND CONNECT,MICRO_CITADINE,THERMIQUE,,,deduite,False,56.0,,4.89,35,Puteaux,Bois Colombes,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1762987,https://fr.getaround.com/location-voiture/courbevoie/peugeot-208-1762987?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Peugeot 208,2019,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,53.0,,3.83,6,Puteaux,Courbevoie,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1770026,https://fr.getaround.com/location-voiture/asnieres-sur-seine/renault-clio-1770026?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Clio,2018,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,84.0,,4.75,20,Puteaux,Asnieres Sur Seine,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,899374,https://fr.getaround.com/location-voiture/neuilly-sur-seine/renault-zoe-899374?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault ZOE,2020,GETAROUND CONNECT,CITADINE,ELECTRIQUE,,,deduite,False,38.0,,4.77,160,Puteaux,Neuilly Sur Seine,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1090537,https://fr.getaround.com/location-voiture/asnieres-sur-seine/smart-fortwo-coupe-1090537?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Smart Fortwo Coupé,2012,GETAROUND CONNECT,MICRO_CITADINE,THERMIQUE,,,deduite,False,57.0,,4.89,35,Puteaux,Asnieres Sur Seine,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,399972,https://fr.getaround.com/location-voiture/nanterre/renault-clio-399972?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Clio,2015,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,60.0,,4.71,188,Puteaux,Nanterre,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1205539,https://fr.getaround.com/location-voiture/courbevoie/renault-twingo-ii-1205539?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Twingo II,2013,GETAROUND CONNECT,MICRO_CITADINE,THERMIQUE,,,deduite,False,57.0,,4.96,81,Puteaux,Courbevoie,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1571182,https://fr.getaround.com/location-voiture/gennevilliers/renault-scenic-1571182?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Scenic,2013,GETAROUND CONNECT,MONOSPACE,THERMIQUE,,,deduite,False,81.0,,4.84,44,Puteaux,Gennevilliers,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,696488,https://fr.getaround.com/location-voiture/asnieres-sur-seine/smart-fortwo-coupe-696488?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Smart Fortwo Coupé,2011,GETAROUND CONNECT,MICRO_CITADINE,THERMIQUE,,,deduite,False,54.0,,4.92,55,Puteaux,Asnieres Sur Seine,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,489829,https://fr.getaround.com/location-voiture/nanterre/volkswagen-polo-489829?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Volkswagen Polo,2015,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,60.0,,4.52,184,Puteaux,Nanterre,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1604848,https://fr.getaround.com/location-voiture/asnieres-sur-seine/fiat-500-1604848?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Fiat 500,2017,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,65.0,,4.43,23,Puteaux,Asnieres Sur Seine,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1722701,https://fr.getaround.com/location-voiture/courbevoie/peugeot-208-1722701?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Peugeot 208,2023,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,62.0,,3.89,9,Puteaux,Courbevoie,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,853255,https://fr.getaround.com/location-voiture/courbevoie/renault-twingo-853255?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Twingo,2011,GETAROUND CONNECT,MICRO_CITADINE,THERMIQUE,,,deduite,False,52.0,,4.92,126,Puteaux,Courbevoie,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1763402,https://fr.getaround.com/location-voiture/neuilly-sur-seine/peugeot-208-1763402?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Peugeot 208,2020,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,70.0,,5.0,37,Puteaux,Neuilly Sur Seine,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1715431,https://fr.getaround.com/location-voiture/clichy/ford-fiesta-1715431?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Ford Fiesta,2021,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,53.0,,4.09,11,Puteaux,Clichy,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1110449,https://fr.getaround.com/location-voiture/colombes/ford-ka-1110449?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Ford Ka,2013,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,48.0,,4.83,77,Puteaux,Colombes,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1355472,https://fr.getaround.com/location-voiture/suresnes/peugeot-208-1355472?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Peugeot 208,2017,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,78.0,,4.96,73,Puteaux,Suresnes,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1590442,https://fr.getaround.com/location-voiture/levallois-perret/peugeot-2008-1590442?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Peugeot 2008,2023,GETAROUND CONNECT,SUV_COMPACT,THERMIQUE,,,deduite,False,75.0,,4.03,31,Puteaux,Levallois Perret,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1492716,https://fr.getaround.com/location-voiture/nanterre/renault-clio-1492716?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Clio,2021,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,53.0,,3.44,42,Puteaux,Nanterre,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,941338,https://fr.getaround.com/location-voiture/levallois-perret/renault-twingo-941338?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Twingo,2011,GETAROUND CONNECT,MICRO_CITADINE,THERMIQUE,,,deduite,False,48.0,,4.57,67,Puteaux,Levallois Perret,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1430877,https://fr.getaround.com/location-voiture/nanterre/citroen-c3-1430877?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Citroen C3,2018,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,70.0,,4.96,71,Puteaux,Nanterre,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,753962,https://fr.getaround.com/location-voiture/clichy/ford-fiesta-753962?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Ford Fiesta,2018,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,53.0,,4.37,187,Puteaux,Clichy,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1617630,https://fr.getaround.com/location-voiture/gennevilliers/renault-clio-1617630?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Clio,2017,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,54.0,,4.16,32,Puteaux,Gennevilliers,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1650497,https://fr.getaround.com/location-voiture/paris/volkswagen-t-cross-1650497?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Volkswagen T-Cross,2024,GETAROUND CONNECT,SUV_COMPACT,THERMIQUE,,,deduite,False,76.0,,4.74,29,Puteaux,Paris,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,958966,https://fr.getaround.com/location-voiture/levallois-perret/renault-twingo-958966?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Twingo,2013,GETAROUND CONNECT,MICRO_CITADINE,THERMIQUE,,,deduite,False,48.0,,4.57,98,Puteaux,Levallois Perret,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1093031,https://fr.getaround.com/location-voiture/nanterre/peugeot-208-1093031?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Peugeot 208,2018,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,70.0,,4.75,57,Puteaux,Nanterre,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1910506,https://fr.getaround.com/location-voiture/saint-ouen-sur-seine/mini-cooper-3-portes-1910506?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Mini Cooper 3 portes,2016,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,73.0,,5.0,7,Puteaux,Saint Ouen Sur Seine,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,452377,https://fr.getaround.com/location-voiture/gennevilliers/renault-clio-452377?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Clio,2017,GETAROUND CONNECT,CITADINE,THERMIQUE,,,deduite,False,59.0,,4.58,172,Puteaux,Gennevilliers,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1784089,https://fr.getaround.com/location-voiture/courbevoie/renault-austral-e-tech-full-hybrid-1784089?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Renault Austral E-Tech full hybrid,2024,Sur rendez-vous,SUV_COMPACT,ELECTRIQUE,,,deduite,False,136.0,,5.0,1,Puteaux,Courbevoie,Puteaux|Asnières-sur-Seine
20260728T141950,A2,2026-07-29T09:00,2026-07-30T09:00,v3.2-pagination-gps,gps,jour,1650503,https://fr.getaround.com/location-voiture/levallois-perret/volkswagen-t-cross-1650503?program=getaround&searched_address%5Blatitude%5D=48.8847&searched_address%5Blongitude%5D=2.2386,Volkswagen T-Cross,2024,GETAROUND CONNECT,SUV_COMPACT,THERMIQUE,,,deduite,False,76.0,,4.72,43,Puteaux,Levallois Perret,Puteaux|Asnières-sur-Seine
